geoid,county_state,year,population,median_income,median_monthly_rent_cost,median_monthly_home_cost,prop_female,prop_male,prop_white,prop_black,prop_native,prop_asian,prop_hawaiin_islander,prop_other_race,prop_multi_racial,prop_highschool,prop_GED,prop_some_college,prop_college_no_degree,prop_associates,prop_bachelors,prop_masters,prop_professional,prop_doctoral,prop_poverty
16,Idaho,2011,1584985,43341,689,920,0.4984722252891983,0.5015277747108017,0.9246043337949572,0.00529468733142585,0.01294081647460386,0.01319444663514165,8.119950661993647e-4,0.01825758603393723,0.02489613466373498,0.22477014602487833,0.05068705806942691,0.08250906395849608,0.18658934759529677,0.0890861927368147,0.17491536966929072,0.05543036275864832,0.01263646014862888,0.00950163251407167,0.16452484449209784
17,Illinois,2011,12869259,53234,859,1237,0.5097380509631518,0.4902619490368482,0.7248620919044367,0.14509802001809116,0.00200617611317015,0.04655396243093716,1.0707687210273722e-4,0.06089293874651214,0.02047973391474987,0.24110253196136824,0.03481936807400031,0.06487008334258423,0.14776111416345153,0.07310154530308176,0.19307593067763287,0.08363771334666559,0.02234684793891918,0.01119049803947431,0.14959639255906423
18,Indiana,2011,6516922,46438,707,860,0.5079839838500445,0.49201601614995544,0.8458015916102725,0.0903968161656684,0.00196672600961005,0.01575820609790941,1.2060908508648714e-4,0.0241100016234658,0.02184604940798739,0.30583539871962107,0.04894959627151853,0.0660384696456951,0.14307011300073624,0.07867776425527775,0.14761580360661447,0.06008823020031446,0.01225649219038416,0.01014767149677625,0.15999782875044588
19,Iowa,2011,3062309,49427,643,829,0.5061729564194861,0.49382704358051394,0.9146078988109952,0.02882073624836683,0.00392155069916197,0.01829991682746581,3.2981648814668933e-4,0.01413704495529353,0.01988303597056992,0.2905765141197148,0.03997926204653609,0.07258530357867819,0.14052183281282912,0.10452786872145386,0.1766233343412913,0.05597915549568099,0.01547897815756799,0.00995855862344187,0.1278390283175676
20,Kansas,2011,2871238,48964,709,894,0.5043294913204688,0.4956705086795313,0.8506891452397886,0.05839606469404487,0.00829955580136512,0.02341672825450206,5.71878750559863e-4,0.02500384851412526,0.03362277874561426,0.2329627977845617,0.04590155791228739,0.0793561233933051,0.16670644146571395,0.07399786403929823,0.1973663323783782,0.07623533146805724,0.0170083159926008,0.01072839715478804,0.13759847570110392
21,Kentucky,2011,4369356,41141,626,745,0.5093681997987805,0.4906318002012196,0.8782999142207685,0.07982366280065072,0.00221130985893573,0.01154037345549321,1.6684380947672837e-4,0.00959203141149405,0.0183658644431811,0.2686119048026417,0.07252758909781512,0.0683905076393998,0.14061833798141907,0.06966482454189266,0.12317997502010368,0.06263555015655209,0.01582972607661642,0.00915256557222783,0.19141642971929904
22,Louisiana,2011,4574836,41734,747,694,0.5112137353120418,0.4887862646879582,0.6284026356354632,0.3212958890766795,0.00630186524719137,0.01584406522987928,6.833031828900534e-4,0.01049655113319909,0.01697569049469751,0.2907428406885641,0.05399838599916508,0.05459884274996409,0.16200659526893904,0.0522616026913918,0.1397415916712444,0.04844794544556077,0.01494985933838075,0.00809355149816482,0.20434044180501193
23,Maine,2011,1328188,46033,747,950,0.5098013233066403,0.4901986766933597,0.9520444394919996,0.01023800847470388,0.0061346737058308,0.01016271792848602,1.008893319319253e-4,0.00244618984661809,0.01887308122042964,0.28429865352765993,0.04932856747268277,0.06237951401377346,0.1403711472334773,0.08897687836127388,0.17888422417369293,0.07379445050963516,0.01900190655645348,0.01218201513574533,0.14125188712112413
24,Maryland,2011,5828289,70004,1153,1647,0.51611665104458615,0.48388334895541385,0.5858151508959147,0.2961285893681662,0.00249301295800534,0.05658092795329813,3.3011403518253815e-4,0.03258194643402206,0.02607025835541099,0.23020147065996843,0.02795265264552027,0.05935300257402525,0.13950481362386952,0.062797124467235,0.20435319028198845,0.11189948455648696,0.02848308725713207,0.02413515790581248,0.10058848857391514
25,Massachusetts,2011,6587536,62859,1034,1655,0.5160870468108257,0.4839129531891742,0.8054526001831337,0.0684819027933965,0.00199771204286397,0.05555461101085444,1.302459675362685e-4,0.04287141656607265,0.02551151143614243,0.2302447686030891,0.02867983637668901,0.04957899160559816,0.11450122255471289,0.07769308545799601,0.22303915906716232,0.11746898300506792,0.02714253601916283,0.02384003902224054,0.11598819440038144
26,Michigan,2011,9876187,45981,739,947,0.5090537471597085,0.4909462528402915,0.7929075259510578,0.14055414301086036,0.00554049857500673,0.02452687459239077,2.1445523459610476e-4,0.01065644058785035,0.02560006204823784,0.2681408807459985,0.03970736715437795,0.07850964828080707,0.16098783241382786,0.08438686379115538,0.15749104020992288,0.07189096953944585,0.01702026190575934,0.00984939417065705,0.17535712584375318
27,Minnesota,2011,5344861,56954,787,1176,0.502985952300724,0.497014047699276,0.8565002906530217,0.05222624124369184,0.01138327077168143,0.04046316639478557,1.4275394626726495e-4,0.01403179614960987,0.02525248084094235,0.2385876099225989,0.03052122261255262,0.06563832126535575,0.15840284250650347,0.1033565200638845,0.21830453316543105,0.07256766104031087,0.02128200930071632,0.01160750067189938,0.11909302647975437
28,Mississippi,2011,2978512,36919,689,643,0.5143098298747831,0.48569017012521687,0.594439773954243,0.37446852656628543,0.00396674581133129,0.00909078089999301,3.6259716261005496e-5,0.00646799475711361,0.01152991829477269,0.24645215056349423,0.05587993567235563,0.05872720770760618,0.1685390556216631,0.08322545835537887,0.12585611604071295,0.04987849687458828,0.01347827268981987,0.00926226062734092,0.22554629249206457
29,Missouri,2011,6010688,45247,708,898,0.5099136737757808,0.49008632622421927,0.8304390445819181,0.11452582466433128,0.00371438344495671,0.01600266059392868,9.46979780018527e-4,0.01022511898804263,0.02414598794680409,0.26928214014330354,0.04520108747443592,0.07262544049550038,0.15646315354614157,0.07143797988002656,0.16370541596795254,0.06942104309933207,0.01686717953656106,0.0106943800682241,0.15778329186337034
30,Montana,2011,998199,44222,650,809,0.49878631415178737,0.5012136858482126,0.8929021167121987,0.0043127672938963,0.06676424240056342,0.00572430948137595,9.697465134707608e-4,0.0051582900804348604,0.02416852751806002,0.25375114695335205,0.05165833570973695,0.06879208266042941,0.1824959773520116,0.08401239374520718,0.19643524681845115,0.05729078167179625,0.01540500566642976,0.01296112696201054,0.1478955878955879
31,Nebraska,2011,1842641,50296,673,909,0.5047890500645541,0.4952109499354459,0.8818239689662827,0.04542013338463651,0.00976044709739987,0.01873235209680019,3.760906221016465e-4,0.0219755231757027,0.02191148465707644,0.2577902403788274,0.03250280910148882,0.07588837834584053,0.1686096285297698,0.09576945971614698,0.1887967013122517,0.06179270837513544,0.01659710796313389,0.01215772436026057,0.13117603498623745
32,Nevada,2011,2723322,48927,936,1260,0.49592813482944725,0.5040718651705527,0.715472867328946,0.08172041352436472,0.01204594976282643,0.07149172958614515,0.00600736894131505,0.07439553604017446,0.03886613481622812,0.2523313601625657,0.03944316826434598,0.07019315722047975,0.18154404293855192,0.07161284622520651,0.14879456200026506,0.05019547643238945,0.01761331006758846,0.00807030525246278,0.15896266617396823
33,New Hampshire,2011,1318194,62647,939,1513,0.506096978138271,0.493903021861729,0.941339438656222,0.01111748346601486,0.00163405386460566,0.02200131391889206,8.875780044515451e-5,0.00664242137348523,0.01717653092033494,0.25484928468060297,0.03800124041929235,0.05947230769399053,0.1324481217054781,0.0948691051370204,0.20974243251254912,0.0924167065008253,0.01603356788998553,0.01577213913260344,0.0881193134644341
34,New Jersey,2011,8821155,67458,1135,1918,0.5127007744450698,0.48729922555493016,0.6920344331326227,0.13409865261408513,0.00239231710586652,0.0847530737188044,3.81469320060695e-4,0.06176095987430217,0.02457909423425844,0.2687623665338632,0.02554752487795633,0.04963850293099655,0.12315747909149184,0.06133417757314251,0.2202015350531333,0.09483159031231488,0.023144872117487,0.01470119722953003,0.103783611743151
35,New Mexico,2011,2082224,41963,729,785,0.5021870845787966,0.4978129154212035,0.7169209460653608,0.02130654530924626,0.09164479902258356,0.01231231606205672,5.623794558126311e-4,0.1264133926032934,0.03083962148164654,0.2234264716959118,0.042141182968957,0.05890032831531267,0.17715144005328662,0.07471647174021885,0.14438710782713748,0.07574956468313807,0.01609306254827623,0.01927061718257314,0.21537700792644415
36,New York,2011,19465197,55246,1058,1368,0.5151342675853731,0.484865732414627,0.6529798799364835,0.15597576536214866,0.00347959488927854,0.07437684807402668,2.8574075053029263e-4,0.08583935728983375,0.02706281369769851,0.23882957217406903,0.03663872140184383,0.04597875509255246,0.11695041804241102,0.08273643658018091,0.18696706639276045,0.1017473190791368,0.02704538607624477,0.01351469922344068,0.15972011038910747
37,North Carolina,2011,9656401,43916,745,943,0.5145351772363224,0.4854648227636777,0.7009364047744082,0.21659808866678176,0.0115605182510544,0.0218847580998345,4.2790269376758485e-4,0.02737790197403774,0.02121442554011582,0.2306847391073822,0.04203812976835016,0.06400439919198132,0.15418142791533587,0.08731267844566258,0.1775925299994984,0.06521764608538014,0.01485555501904332,0.0114978739270211,0.17871005075328317
38,North Dakota,2011,683932,51704,626,727,0.4971078996157513,0.5028921003842487,0.8982281864278905,0.01002585052315142,0.05631407800775515,0.01033728499324494,2.149336483743998e-4,0.00637782703543627,0.01850183936414731,0.23512256077831953,0.03418313269142799,0.06743353155786631,0.17627107297861183,0.1311026565062647,0.19327449820928497,0.04697809860647781,0.01361166586707427,0.00922023005946736,0.1224607213315306
39,Ohio,2011,11544951,45749,692,955,0.5113424041383978,0.4886575958616022,0.8286606846577348,0.12096049606447008,0.00169675904211286,0.01687438950585412,1.7159016092835734e-4,0.00858713042610575,0.02304895014279402,0.31031859140694645,0.03755247614087376,0.06851088287929287,0.14227454164513767,0.07779153970791443,0.15445354871112454,0.06629337395325165,0.01552372388710319,0.01030140261569011,0.16430375061720726
40,Oklahoma,2011,3791508,43225,675,756,0.5047239779000862,0.4952760220999138,0.7364072553717412,0.07263389659206838,0.06876762491335901,0.01727887690069492,0.00142238919184662,0.02393137506237623,0.07955858196791356,0.26583875885105923,0.04801238945794502,0.0728986277314559,0.16818551463715314,0.06996649921674909,0.16046478286859367,0.05510943643193979,0.01313099486634515,0.0094634042822036,0.1721421807028359
41,Oregon,2011,3871859,46816,840,1192,0.5056338570180371,0.4943661429819629,0.8469722167052054,0.01809647510407791,0.01343695625279742,0.03949239887092996,0.00389993540570563,0.04331743485493661,0.03478458280634702,0.206421844905046,0.04409256966810523,0.08373255130722933,0.1843475801530123,0.08156259523570056,0.18387986179432944,0.07586376653556437,0.02020376942430184,0.01339595289391754,0.17455082252894075
42,Pennsylvania,2011,12742886,50228,786,980,0.5121326518969094,0.4878673481030906,0.8228834504208858,0.10772167309665956,0.0013587973713333,0.02810729060905041,1.5765659364762425e-4,0.02036728571533952,0.01940384619308373,0.3353389023821368,0.03994797018900684,0.05389801858682948,0.11172328953717682,0.07560766952004393,0.16560065226609105,0.07385479046640353,0.01813412192808663,0.01204661109093339,0.13756636416595408
44,Rhode Island,2011,1051302,53636,875,1522,0.5164129812366,0.4835870187634,0.8170820563453698,0.06030331912238348,0.0041567503914194,0.0316131806084265,1.7882587496266533e-4,0.05931311839985085,0.02735274925758726,0.21956825118705653,0.04433034849339994,0.05312621969882038,0.1358368923969416,0.08351514743087554,0.18820075645896336,0.08938935734683391,0.02127014345764082,0.01255710647426663,0.14735415237127714
45,South Carolina,2011,4679230,42367,741,823,0.5139623399576426,0.4860376600423574,0.6700281883985185,0.2789119149945611,0.00283038021212891,0.01353983454542734,4.363965866178837e-4,0.01621805297025365,0.01803523229249256,0.2653157080525132,0.0418693651118201,0.05861119576972685,0.14944710422525792,0.08557153567299741,0.15642629620913723,0.0610091778512486,0.01436345936965123,0.00889140507154403,0.18882365150988323
46,South Dakota,2011,824082,48321,612,791,0.5018638921854864,0.4981361078145136,0.8590698498450396,0.01154860802687111,0.08680204154440942,0.00953181843554403,7.644870292034045e-5,0.00853191794020498,0.02443931550501042,0.2662466424101729,0.04794563866752978,0.06582178173619947,0.16498880183337425,0.09736080418461722,0.18221388870287283,0.05927959701481432,0.01122792919484809,0.01074056712575429,0.13924380277579282
47,Tennessee,2011,6403353,41693,715,832,0.51291909098249,0.48708090901751006,0.7792898501769308,0.16732842934006606,0.00292534239483595,0.01441213689140673,3.590306515976864e-4,0.01671483674256284,0.01897037380259998,0.27384435328679824,0.06051869507953629,0.0618231870774722,0.1497832522042701,0.06039620975448911,0.15265280859316058,0.05649600688525873,0.01519283754254385,0.01175649544801685,0.1828737604820712
48,Texas,2011,25674681,49392,813,1001,0.5037460445954518,0.49625395540454814,0.7458381664021454,0.11730603390943786,0.00501556377662491,0.03891452439078016,7.293566763302726e-4,0.068947692086223,0.02324866275845842,0.2098214482900161,0.04521272376664223,0.06053510829741544,0.16545696816756542,0.0654631954641392,0.17714518702450377,0.06190455364685356,0.01519597227664799,0.0100056045669164,0.18462506169946505
49,Utah,2011,2817222,55869,822,1177,0.49679542471271343,0.5032045752872866,0.8827380305847391,0.0115447060969991,0.01128594054710633,0.02011875528446107,0.00965809581211562,0.04003518359575497,0.02461928807882375,0.2113630655921545,0.02582136276720864,0.07923201058266839,0.1973446354375173,0.09222972048924948,0.200776667404337,0.06762240561756683,0.01630603704431243,0.012786976554515911,0.13526252966069893
50,Vermont,2011,626431,52776,849,1174,0.5076983738033398,0.4923016261966601,0.9518255003344342,0.00829141597398596,0.00341617831812282,0.01234453595048776,3.911045270748095e-4,0.00195871532539098,0.02177254957050337,0.267204568252303,0.03468982082217498,0.05683627361659443,0.12088751460938868,0.08390160404185418,0.21439680480016196,0.09954170232737916,0.02263189862234615,0.01748295187874437,0.11488833004011736
51,Virginia,2011,8096604,61882,1062,1302,0.508586686467561,0.49141331353243906,0.6935922764655403,0.1953228785797107,0.0030103979396794,0.056226289441845,6.279175812476441e-4,0.02148604526045735,0.02973419473151953,0.216959558164066,0.03929675775866587,0.05921871897400995,0.1414262894447598,0.07023361440189088,0.2050668002252879,0.10627488076792764,0.02457719764584475,0.01535419731588508,0.11534014184873932
53,Washington,2011,6830038,56835,930,1378,0.5010187351812684,0.4989812648187316,0.7843530299538597,0.03508984869483889,0.01342642603159748,0.07345669233465466,0.00590040641062319,0.04080182277170346,0.04697177380272262,0.1998433049862701,0.03851725761471877,0.07692913554184141,0.17022855828805789,0.09715025398031953,0.20183482835765212,0.0838307414584636,0.0198046177684553,0.01328787679783637,0.13896334016392525
54,West Virginia,2011,1855364,38482,599,508,0.5071188187331435,0.49288118126685654,0.9388535079908849,0.03027869463889565,0.00152746307463117,0.00619393283474294,6.791120233010881e-5,0.00239952914899717,0.02067896110951813,0.3507253140555,0.06576659831030492,0.05664820993387411,0.12034943648498916,0.06389439637520689,0.11660966869057132,0.04822059684839568,0.01234200640087529,0.00752975974309958,0.18577320674227735
55,Wisconsin,2011,5711767,50395,739,1086,0.503633113885773,0.496366886114227,0.8719709680034217,0.06242376483494512,0.00841508415872006,0.02286805466679575,2.5998959691458e-4,0.01361365055682418,0.02044848818237859,0.2955384401362123,0.03512500610094606,0.06710570858018783,0.14541184061170762,0.09563751689015922,0.1744659160045237,0.06511503839485218,0.01550279756108319,0.00965502445206979,0.13067183931006135
56,Wyoming,2011,568158,56322,759,894,0.4906064862239025,0.5093935137760975,0.9070276225979392,0.00893941474026591,0.02154506316904804,0.00850643658982184,3.537748302408837e-4,0.02610013411762221,0.02752755395506179,0.2526650124597985,0.05489233456156418,0.07957232007837958,0.18665736619028347,0.09871461736704223,0.1645731720304147,0.06130859832591425,0.01260622776937658,0.00870588485868245,0.11298469820354529
72,Puerto Rico,2011,3706690,18660,442,271,0.5224245890538459,0.47757541094615413,0.6851611545610774,0.07825930951873504,0.00222678454362247,0.00255996589949523,0,0.09753202992427204,0.1342607555527978,0.2347585343245284,0.03051669418849485,0.01705412080547899,0.10769731309200066,0.08818362072669904,0.17024982453555637,0.04176810864676501,0.01271979095687974,0.00834903816837629,0.4557649730807252
01,Alabama,2012,4822023,41574,689,725,0.5154956747406638,0.4845043252593362,0.6912806098187421,0.2646532378630297,0.00500536807891625,0.01216895896182992,2.816245380828752e-4,0.01088091035650389,0.01572929038289531,0.25757980786666196,0.05508489098174689,0.05903704022188116,0.16090372583144685,0.07432439589911162,0.14706824366300833,0.06041195820349035,0.01580018481788957,0.00950509807000522,0.1896257003963052
02,Alaska,2012,731449,67712,1120,1364,0.47898759858855505,0.521012401411445,0.6651878668232508,0.03582888212301883,0.14024491112845872,0.05850031922936527,0.01125300601955843,0.00929114675117472,0.07969386792517319,0.2282573601897571,0.05215306267407672,0.0744198160113992,0.202639293662854,0.0824095877260576,0.17124414004485636,0.07817793600433927,0.01839240282913683,0.01226662419230554,0.10117270908094934
04,Arizona,2012,6553255,47826,888,969,0.502432455321821,0.497567544678179,0.7880357166019024,0.04369477458148661,0.04423496415140262,0.02905273791421209,0.00183679713363816,0.06422792947931982,0.02891708013803827,0.2020280978884532,0.04050869251557775,0.07225618531075136,0.18465498132912697,0.08422428035839105,0.1718874402401235,0.07257647769026909,0.01800599187377817,0.01100184465983127,0.1866044457094706
05,Arkansas,2012,2949131,40112,640,647,0.5085789678383226,0.4914210321616775,0.7825868026886564,0.15671802981963162,0.00592886514705518,0.0133761436843599,0.001770352012169,0.01996011706499304,0.01965968958313483,0.29062030941087996,0.06125992750522986,0.06638257663197875,0.15837583398225694,0.06101010474088711,0.13806478155641122,0.05208214705994002,0.01145696430971456,0.00826210563142575,0.1982707048764126
06,California,2012,38041430,58328,1200,1682,0.5027060496937155,0.4972939503062845,0.621126624314596,0.05950677984502686,0.00750082212997776,0.1345994091179012,0.00385663735564094,0.12914588121424458,0.04426384602261271,0.1839577374847174,0.02217670662504564,0.05694468523212308,0.16361647865857104,0.07906029366519095,0.19633758712343904,0.07510606226430384,0.02298171767760364,0.01471893378893052,0.16956475071110397
08,Colorado,2012,5187582,56765,934,1281,0.4985390110459941,0.5014609889540059,0.8436826637150024,0.04207972037839595,0.00924303461612751,0.02835270844875319,0.00102321274150461,0.04232511408976282,0.03329354601045342,0.1798636379735091,0.03850372199936481,0.06074427213879826,0.16838178812734167,0.0836812637785972,0.2376055766413695,0.0995095588700636,0.02222284153938247,0.01544741503791092,0.13707482100763632
09,Connecticut,2012,3590347,67276,1019,1668,0.5126359652702093,0.48736403472979073,0.7812537339705605,0.1020374910837309,0.00323840564714218,0.04117429318113263,6.297441445074807e-4,0.04551732743381071,0.02614900453911558,0.24697291839064467,0.03057513126643118,0.05311113443651652,0.1230576514517217,0.07421913458948778,0.20481875753159712,0.11967356908808784,0.02981881855736707,0.0163744345962413,0.10688030290071288
10,Delaware,2012,917092,58415,960,1215,0.5151075355580466,0.4848924644419535,0.697088187444662,0.21475489918132531,0.00312727621656278,0.03340122910242375,1.570180527144496e-4,0.02535296349766435,0.0261184265046473,0.2798183675712725,0.03524826547173349,0.06230076364506346,0.14039009912513822,0.07166204341331885,0.18092277550386995,0.08406076830064725,0.01594537448352117,0.01439189669776855,0.1204697677656056
11,District of Columbia,2012,632323,66583,1235,1925,0.5270834684172487,0.4729165315827512,0.3964065833442718,0.4953544312005098,0.00357095977846765,0.03456777627889543,8.539939239913779e-5,0.04491533599125763,0.02509951401419844,0.157383665771015,0.02708796421640339,0.03590645483481256,0.10387208183268076,0.03204097094402897,0.22957197558306464,0.17629700749207677,0.08674018442385178,0.03702582980495118,0.1817801859396707
12,Florida,2012,19317568,45040,954,992,0.511273831157214,0.488726168842786,0.7631662536402097,0.1607758802764406,0.00266446583752157,0.02526467099792272,6.009555654210716e-4,0.02377944262963122,0.02374833105285303,0.2560280491037043,0.04168154216751839,0.06392240612920251,0.14359221925588506,0.0915893936697718,0.17253996242672498,0.06476150656554806,0.02016181138464753,0.01083773266782916,0.1712404280792592
13,Georgia,2012,9919945,47209,837,1039,0.5109798491826315,0.4890201508173685,0.604120889783159,0.3088088694040138,0.00243610221629252,0.03397347465132115,2.9052580432653607e-4,0.0300216382248087,0.02034849991607816,0.23306976222696452,0.04970847170087688,0.05705406663941217,0.1572912993739067,0.07074491890644329,0.17813645504461542,0.07317471179002343,0.01923424671267449,0.01167206290977379,0.1915063056611921
15,Hawaii,2012,1392313,66259,1379,1646,0.4963804834114168,0.5036195165885832,0.24940656303575415,0.01839600721964098,0.00226457700244126,0.38185594762097314,0.10443628695559116,0.01113183601675772,0.23250878214884152,0.2567634973290447,0.02603538241338428,0.05211696967596749,0.16797457893205892,0.10048084546473152,0.19593586346887107,0.06990163617671674,0.0236096278304408,0.01111121612213201,0.11589066215023046
16,Idaho,2012,1595728,45489,702,913,0.4994685811115679,0.5005314188884321,0.91392204686513,0.00548903071200104,0.01301224268797689,0.0129176150321358,0.00105657104468932,0.0288338614099646,0.02476863224810243,0.22630249628253157,0.05061878817440209,0.08699666069633664,0.18925024635016677,0.0901424387777872,0.1728104456420211,0.05619252240848511,0.01473855286309249,0.010895687736599831,0.1587302804004571
17,Illinois,2012,12875255,55137,868,1215,0.5093958915765163,0.4906041084234837,0.7268700309236594,0.14395334306000154,0.0020825995290967,0.04799314654350535,3.2861485073499517e-4,0.05680493318384762,0.02196733190915442,0.2343876166257443,0.03588115054571881,0.066126643684728,0.14770586623623727,0.07559842713340915,0.196795030199576,0.08779252461912432,0.02045976729472671,0.01127306737610404,0.1471774841343136
18,Indiana,2012,6537334,46974,715,834,0.507881194382909,0.492118805617091,0.8433105911369987,0.0915007555067555,0.00249260631321575,0.01648011253517106,4.319803760982688e-4,0.02409086028035281,0.02169309385140793,0.30111254059119713,0.05196561301909699,0.06614223833211223,0.14089711365768898,0.08123637952813136,0.15031976339962302,0.06073225993790526,0.01305742420152631,0.01008589734151759,0.1561430071756488
19,Iowa,2012,3074186,50957,661,817,0.5042242076439096,0.4957757923560904,0.9166481793879746,0.0298160228431201,0.00265208416146583,0.01838502940290535,7.351539562017392e-4,0.01225365023456615,0.01950988001376624,0.28416396128999954,0.03868545449100709,0.07782353694882604,0.14073980617508258,0.11118398541379376,0.1808209453837102,0.05768699254243878,0.01460142474716407,0.01018069281534104,0.12691844093839572
20,Kansas,2012,2885905,50241,711,892,0.5028883487155675,0.49711165128443247,0.8554973223304302,0.05801091858533112,0.00903945209561645,0.02488682059873765,7.84156096614407e-4,0.0200779304932075,0.03170339980006272,0.2319560074365723,0.0414432188507662,0.08020452720660533,0.1642711772712245,0.08043369986646802,0.1947693889730918,0.08043477327471094,0.01791411016603478,0.01078614272894724,0.13979481173232383
21,Kentucky,2012,4380415,41724,636,732,0.508051406088236,0.491948593911764,0.8776832788674133,0.07866469272888528,0.00185849970836096,0.01264651865177157,4.905927862999283e-4,0.00874711642618336,0.01990930083108564,0.2726890256760352,0.0682305096201244,0.06544832310836356,0.14135496945794884,0.07211541900914371,0.12910374213794698,0.06312671161361026,0.0158755302829777,0.00962642664985159,0.19382553236876995
22,Louisiana,2012,4601893,42944,747,689,0.5113124099147894,0.48868759008521057,0.6283296895429772,0.322310623041431,0.00555228033333239,0.01569267255887957,4.800198526997477e-4,0.01058194964550457,0.01705276502517551,0.2891118055082061,0.05345564182857409,0.05243056537190618,0.16236951644795375,0.05323712293433956,0.1440904275752884,0.05164695728238328,0.01511538762158647,0.00868654179714329,0.19949735436718405
23,Maine,2012,1329192,46709,744,933,0.5104439388741431,0.4895560611258569,0.9512004285310174,0.01024231262300705,0.00606834828978808,0.01084418202938326,1.1736453424335987e-4,0.00188761292574737,0.01963975106681352,0.29402006510970763,0.05366851915013141,0.06269158842977475,0.13536293435070332,0.09052846992187048,0.18104110063494108,0.06959853941375921,0.01699335914772385,0.01190686122846791,0.1467277226842485
24,Maryland,2012,5884563,71122,1170,1589,0.5158024478623137,0.48419755213768634,0.580789091730346,0.2924492438945764,0.00291797368810564,0.05769791231736324,4.4812163622005575e-4,0.03449347045821414,0.03120418627517455,0.23112381628519676,0.02945468872533285,0.05951988036660385,0.13799354755062454,0.0633694474130411,0.20037838593099175,0.11604615653798273,0.02900757401246433,0.02388740563953642,0.10284770765496055
25,Massachusetts,2012,6646144,65339,1036,1621,0.5155457059010458,0.48445429409895424,0.801050353407931,0.07124838101612002,0.00199062794907844,0.05736589517169655,1.3541686728424783e-4,0.04055614804614525,0.0276531775417445,0.23005046077027896,0.02933585040981133,0.05042126721867072,0.11769432049140052,0.07623673657318414,0.2220319979177498,0.11879952833346026,0.02907732482642245,0.02291506688416759,0.11888905621128266
26,Michigan,2012,9883360,46859,748,902,0.5091316111120104,0.4908683888879895,0.793295599876965,0.1404744945038934,0.00570210940408929,0.02510209078693885,1.8505852260769615e-4,0.00950607890434022,0.02573456800116559,0.26566141339594607,0.04006121113097714,0.07605416568872038,0.1628738964310322,0.08698284765273255,0.1604149090064398,0.07401052224899554,0.01568459714201048,0.01018272416719,0.17438119324155402
27,Minnesota,2012,5379139,58906,813,1130,0.5035002813647315,0.4964997186352686,0.8545408475222521,0.05338493762663504,0.01045334578637956,0.04218184359987723,4.3427024287715936e-4,0.01363842800864599,0.02536632721333284,0.23339509834634176,0.03103386411252785,0.06830588345075352,0.15428644746752335,0.10597670925786448,0.2242942014205953,0.07575601042451227,0.02002447272008229,0.01189559713214824,0.1138140727345974
28,Mississippi,2012,2984926,37095,666,625,0.516881825546094,0.4831181744539061,0.592556063366395,0.3764314425215232,0.00421819502393024,0.0080146040471355,1.336716555117279e-4,0.00764005539835828,0.01100596798714608,0.24210656245292808,0.06341214915730807,0.05539684764598571,0.17173875294984017,0.08377179952802558,0.1303991489397312,0.05541201526385379,0.01256767895696999,0.00822294096972334,0.24153530573629575
29,Missouri,2012,6021988,45321,706,861,0.5095322342057141,0.49046776579428586,0.82730138286559185,0.11485094291121138,0.00464962733236931,0.01696781860076772,7.439403731790897e-4,0.01176887101070277,0.02371741690617782,0.27008597436997983,0.04623871761919117,0.07568244781281432,0.15200188088350824,0.07149494698955498,0.16661227977346885,0.07073966091905316,0.01623430122120735,0.01052032226533132,0.1623485271003397
30,Montana,2012,1005141,45076,681,804,0.4991170393009538,0.5008829606990463,0.8918818354837779,0.00358656148739331,0.06481478717911218,0.00640905106845706,0.00117694930363003,0.00649262143321185,0.02563819404441765,0.2445796991714839,0.05277603855730448,0.0682906941188462,0.1844416616916872,0.08385631288495421,0.20219578607102817,0.0620571661546078,0.01896122428178284,0.01081293591741048,0.15521102515414126
31,Nebraska,2012,1855525,50723,692,918,0.5025133048598106,0.49748669514018945,0.8811263658533299,0.04606944126325434,0.0085248110373075,0.01976260088115223,6.612683741798143e-4,0.02304145726950593,0.02081405532127026,0.24262909848969433,0.03440113082355904,0.07925127681645991,0.16149118242649813,0.09753767478548488,0.1931000540223447,0.0694849980280187,0.01659612828815452,0.0105360143440925,0.12991975141373444
32,Nevada,2012,2758931,49760,944,1159,0.4955060492632835,0.5044939507367165,0.6967202151847944,0.08253051634854225,0.01138665664346082,0.07529583016030485,0.0066841106211065,0.08589993733079951,0.04148273371099168,0.24837801158508824,0.03931237035773387,0.0703308954158386,0.19211775021976027,0.07499231246488997,0.14823414873723406,0.05197045378731986,0.01511483493259417,0.00840521948320205,0.16436612698243375
33,New Hampshire,2012,1320718,63280,967,1466,0.5091397255129407,0.4908602744870593,0.9403256410528212,0.01250456191253545,0.00175737742652102,0.02252032606506461,1.446183061031954e-4,0.0044119940820069,0.01833548115494753,0.2534322299683764,0.04083345381967054,0.05912708464011184,0.1245701899045857,0.09460442251895078,0.21938007333541332,0.09474683193406118,0.01670212407447469,0.01474861476948699,0.10036194549021232
34,New Jersey,2012,8864590,69667,1148,1884,0.5125058237324005,0.4874941762675995,0.689448130144767,0.1362373217486652,0.00243372789942907,0.08744634551626189,2.939786273251216e-4,0.05900633870263599,0.02513415736091573,0.26204823260408716,0.02518484624468868,0.05024720003068097,0.1211782683500646,0.06163155987616525,0.2247528330307114,0.09875917288331049,0.02445666907794421,0.01441443645534265,0.10756766850294527
